Consignee,ContainerType,ShipmentType,OriginService,DestinationService,ETD,Measurement,OriginCountry,DestinationCountry
NIK   ,DRY ,OCE,CFS,CFS,2014-01-20,0.0000000000,MY,PP
NIK   ,TRAI,IEL,CFS,CY ,2014-03-04,2.8800000000,CN,GH
NIK   ,DRY ,IEL,CFS,CY ,2014-01-14,23.9600000000,CN,BK
NIK   ,DRY ,OCE,CFS,CY ,2014-01-11,0.0000000000,CN,PP
NIK   ,HIGH,IEL,CFS,CY ,2014-01-14,66.7000000000,CN,AA
NIK   ,HIGH,IEL,CFS,CY ,2014-01-14,67.7100000000,CN,AA
NIK   ,HIGH,IEL,CFS,CY ,2014-01-14,67.9200000000,CN,AA
NIK   ,DRY ,IEL,CFS,CY ,2014-01-14,57.5300000000,CN,AA
NIK   ,DRY ,IEL,CFS,CY ,2014-01-14,56.6000000000,CN,AA
NIK   ,AIR ,AIR,CFS,CY ,2014-03-07,0.2820000000,MY,VS
NIK   ,DRY ,IEL,CFS,CY ,2014-03-10,57.9900000000,VN,XB
NIK   ,HIGH,IEL,CFS,CY ,2014-03-10,70.2400000000,VN,XB
NIK   ,HIGH,IEL,CFS,CY ,2014-03-10,70.8600000000,VN,XB
NIK   ,HIGH,IEL,CFS,CY ,2014-03-10,70.9200000000,VN,XB
NIK   ,HIGH,IEL,CFS,CY ,2014-03-10,70.4400000000,VN,XB
NIK   ,HIGH,IEL,CFS,CY ,2014-03-10,79.8400000000,VN,BK
NIK   ,DRY ,IEL,CFS,CY ,2014-03-09,28.0700000000,VN,KL
NIK   ,HIGH,IEL,CFS,CY ,2014-03-09,76.8700000000,VN,AA
NIK   ,HIGH,IEL,CFS,CY ,2014-03-09,77.9700000000,VN,AA
NIK   ,HIGH,IEL,CFS,CY ,2014-03-09,77.8200000000,VN,AA
NIK   ,HIGH,IEL,CFS,CY ,2014-03-09,80.0200000000,VN,AA
NIK   ,HIGH,IEL,CFS,CY ,2014-03-09,78.5200000000,VN,AA
NIK   ,HIGH,IEL,CFS,CY ,2014-03-09,80.7500000000,VN,AA
NIK   ,HIGH,IEL,CFS,CY ,2014-03-10,70.9000000000,VN,EE
NIK   ,HIGH,IEL,CFS,CY ,2014-03-10,70.4900000000,VN,EE
NIK   ,HIGH,IEL,CFS,CY ,2014-03-10,69.8600000000,VN,EE
NIK   ,AIR ,AIR,CFS,CY ,2014-03-07,0.6600000000,MY,AA
NIK   ,AIR ,AIR,CFS,CY ,2014-03-04,6.2600000000,CN,AA
NIK   ,AIR ,AIR,CFS,CFS,2014-02-15,0.3900000000,IT,DW
NIK   ,AIR ,AIR,CFS,CFS,2014-02-19,1.1200000000,IT,H2
NIK   ,AIR ,AIR,CFS,CFS,2014-02-20,2.5300000000,IT,XB
NIK   ,AIR ,AIR,CFS,CFS,2014-02-19,1.1800000000,IT,H2
NIK   ,HIGH,IEL,CFS,CFS,2014-03-09,7.4210000000,ID,KL
NIK   ,HIGH,IEL,CFS,CY ,2014-03-08,78.8900000000,ID,AA
NIK   ,AIR ,AIR,CFS,CY ,2014-03-05,0.1500000000,LK,VS
NIK   ,DRY ,IEL,CFS,CFS,2014-03-10,4.5980000000,PK,NL
NIK   ,DRY ,OCE,CFS,CY ,2014-03-11,5.2200000000,EG,Z6
NIK   ,DRY ,IEL,CFS,CFS,2014-02-19,5.1000000000,LK,KL
NIK   ,AIR ,AIR,CFS,CY ,2014-03-11,0.3600000000,LK,AA
NIK   ,HIGH,IEL,CFS,CFS,2014-03-10,0.0000000000,ID,PP
NIK   ,HIGH,IEL,CFS,CFS,2014-03-10,0.0000000000,ID,PP
NIK   ,DRY ,IEL,CFS,CFS,2014-01-04,0.0000000000,CN,PP
NIK   ,DRY ,IEL,CFS,CFS,2014-01-04,0.0000000000,CN,PP
NIK   ,HIGH,IEL,CFS,CY ,2014-01-29,65.2100000000,MY,PT
NIK   ,HIGH,IEL,CFS,CY ,2014-01-13,68.1090000000,ID,GH
NIK   ,DRY ,IEL,CFS,CY ,2014-01-13,58.2420000000,ID,GH
NIK   ,DRY ,IEL,CFS,CY ,2014-01-13,54.4670000000,ID,GH
NIK   ,AIR ,AIR,CFS,CY ,2014-01-08,0.2800000000,TR,KK
NIK   ,DRY ,IEL,CFS,CY ,2014-01-12,55.8890000000,CN,YO
NIK   ,AIR ,AIR,CFS,CY ,2014-01-14,0.0770000000,VN,DJ
NIK   ,DRY ,IEL,CFS,CY ,2014-01-11,21.8100000000,TH,FD
NIK   ,DRY ,IEL,CFS,CY ,2014-01-16,34.4800000000,CN,OK
NIK   ,DRY ,IEL,CFS,CY ,2014-01-13,41.9900000000,VN,IV
NIK   ,HIGH,IEL,CFS,CY ,2014-01-13,69.5200000000,VN,TP
NIK   ,HIGH,IEL,CY ,CY ,2014-01-12,68.3890000000,ID,AA
NIK   ,HIGH,IEL,CY ,CY ,2014-01-13,69.6200000000,ID,AA
NIK   ,HIGH,IEL,CY ,CY ,2014-01-13,79.0600000000,ID,AA
NIK   ,HIGH,IEL,CY ,CY ,2014-01-13,69.7100000000,ID,AA
NIK   ,HIGH,IEL,CY ,CY ,2014-01-13,68.7300000000,ID,AA
NIK   ,DRY ,IEL,CFS,CY ,2014-01-13,22.6850000000,CN,DJ
NIK   ,DRY ,IEL,CFS,CY ,2014-01-12,10.3100000000,TH,EL
NIK   ,HIGH,IEL,CFS,CFS,2014-01-06,3.7070000000,PK,KL
NIK   ,DRY ,IEL,CFS,CY ,2014-01-12,5.1100000000,TH,BK
NIK   ,DRY ,IEL,CFS,CY ,2014-01-12,57.4500000000,CN,AA
NIK   ,HIGH,IEL,CFS,CY ,2014-01-12,77.5400000000,CN,AA
NIK   ,DRY ,IEL,CFS,CY ,2014-01-12,46.5100000000,CN,BK
NIK   ,HIGH,IEL,CY ,CY ,2014-01-12,68.4700000000,ID,AA
NIK   ,DRY ,IEL,CFS,CY ,2014-01-13,11.7090000000,ID,NL
NIK   ,HIGH,IEL,CFS,CY ,2014-01-13,70.4400000000,ID,AA
NIK   ,HIGH,IEL,CY ,CY ,2014-01-13,68.3100000000,ID,AA
NIK   ,HIGH,IEL,CY ,CY ,2014-01-13,79.0100000000,ID,AA
NIK   ,HIGH,IEL,CY ,CY ,2014-01-13,79.0900000000,ID,AA
NIK   ,DRY ,IEL,CFS,CY ,2014-01-08,49.6100000000,LK,GH
NIK   ,DRY ,IEL,CFS,CY ,2014-01-13,55.6900000000,ID,OK
NIK   ,DRY ,IEL,CFS,CFS,2014-01-19,0.0000000000,CN,PP
NIK   ,DRY ,IEL,CFS,CFS,2014-01-08,2.0000000000,IN,KL
NIK   ,HIGH,IEL,CFS,CY ,2014-01-12,69.4600000000,ID,US
NIK   ,HIGH,IEL,CFS,CY ,2014-01-12,68.4970000000,ID,US
NIK   ,HIGH,IEL,CFS,CY ,2014-01-12,68.4820000000,ID,US
NIK   ,AIR ,AIR,CFS,CFS,2014-01-21,1.0600000000,IT,Z6
NIK   ,DRY ,IEL,CFS,CY ,2014-01-13,3.8200000000,ID,GH
NIK   ,AIR ,AIR,CFS,CY ,2014-01-10,0.0570000000,SG,VS
NIK   ,HIGH,IEL,CFS,CY ,2014-01-13,69.7100000000,ID,DW
NIK   ,DRY ,IEL,CFS,CY ,2014-01-12,4.7000000000,TH,EL
NIK   ,TRAI,IEL,CFS,CY ,2014-01-13,7.5200000000,CN,GH
NIK   ,DRY ,IEL,CY ,CY ,2014-01-17,58.0000000000,CN,DJ
NIK   ,AIR ,AIR,CFS,CY ,2014-01-12,1.5300000000,ID,AA
NIK   ,TRAI,IEL,CFS,CY ,2014-01-13,4.8700000000,CN,GH
NIK   ,TRAI,IEL,CFS,CY ,2014-01-13,12.5320000000,CN,GH
NIK   ,TRAI,IEL,CFS,CY ,2014-01-13,3.6810000000,CN,GH
NIK   ,TRAI,IEL,CFS,CY ,2014-01-13,3.7000000000,CN,GH
NIK   ,TRAI,IEL,CFS,CY ,2014-01-13,9.0270000000,CN,GH
NIK   ,TRAI,IEL,CFS,CY ,2014-01-13,2.2720000000,CN,GH
NIK   ,TRAI,IEL,CFS,CY ,2014-01-13,2.6100000000,CN,GH
NIK   ,TRAI,IEL,CFS,CY ,2014-01-13,3.6410000000,CN,GH
NIK   ,TRAI,IEL,CFS,CY ,2014-01-13,4.0980000000,CN,GH
NIK   ,TRAI,IEL,CFS,CY ,2014-01-13,2.7700000000,CN,GH
NIK   ,TRAI,IEL,CFS,CY ,2014-01-13,4.0100000000,CN,GH
NIK   ,HIGH,IEL,CFS,CY ,2014-01-12,78.7230000000,ID,BK
NIK   ,HIGH,IEL,CFS,CY ,2014-01-16,65.8700000000,CN,US
NIK   ,HIGH,IEL,CFS,CY ,2014-01-14,67.0300000000,CN,AA
NIK   ,HIGH,IEL,CFS,CY ,2014-01-17,71.5300000000,CN,FD
NIK   ,HIGH,IEL,CFS,CY ,2014-01-13,69.9800000000,ID,AA
NIK   ,HIGH,IEL,CFS,CY ,2014-01-13,79.2400000000,ID,AA
NIK   ,HIGH,IEL,CFS,CY ,2014-01-12,78.9100000000,ID,AA
NIK   ,AIR ,AIR,CY ,CY ,2014-01-11,1.0700000000,BG,NC
NIK   ,AIR ,AIR,CY ,CY ,2014-01-11,0.4900000000,BG,NC
NIK   ,AIR ,AIR,CY ,CY ,2014-01-11,0.3300000000,BG,EL
NIK   ,HIGH,IEL,CY ,CY ,2014-03-02,68.5100000000,ID,AA
NIK   ,AIR ,AIR,CFS,CY ,2014-01-11,0.6710000000,TR,UR
NIK   ,DRY ,IEL,CFS,CY ,2014-02-21,58.4510000000,MY,FD
NIK   ,DRY ,IEL,CFS,CFS,2014-01-09,0.8000000000,BD,US
NIK   ,AIR ,AIR,CFS,CY ,2014-01-12,0.3500000000,EG,YO
NIK   ,AIR ,AIR,CFS,CY ,2014-01-12,1.5100000000,TH,AA
NIK   ,DRY ,IEL,CFS,CFS,2014-01-09,2.1000000000,BD,EL
NIK   ,TRAI,IEL,CFS,CY ,2014-01-15,2.5510000000,CN,GH
NIK   ,AIR ,AIR,CFS,CY ,2014-01-12,3.7530000000,VN,AA
NIK   ,TRAI,IEL,CFS,CY ,2014-03-04,1.6300000000,CN,GH
NIK   ,AIR ,AIR,CFS,CY ,2014-02-11,25.5270000000,VN,BK
NIK   ,DRY ,IEL,CFS,CY ,2014-02-11,7.9400000000,CN,KL
NIK   ,DRY ,IEL,CY ,CY ,2014-01-16,58.9400000000,ID,AA
NIK   ,AIR ,AIR,CFS,CY ,2014-01-12,2.4120000000,VN,KG
NIK   ,HIGH,IEL,CY ,CY ,2014-01-15,79.9700000000,ID,AA
NIK   ,HIGH,IEL,CY ,CY ,2014-01-13,64.0200000000,ID,DW
NIK   ,AIR ,AIR,CFS,CY ,2014-01-12,0.0500000000,CN,AA
NIK   ,HIGH,IEL,CY ,CY ,2014-01-15,68.9200000000,ID,AA
NIK   ,TRAI,IEL,CFS,CY ,2014-01-22,66.7110000000,TR,TJ
NIK   ,HIGH,IEL,CFS,CY ,2014-02-12,67.9800000000,CN,BK
NIK   ,HIGH,IEL,CY ,CY ,2014-02-10,70.5800000000,ID,AA
NIK   ,DRY ,IEL,CFS,CY ,2014-02-08,25.3430000000,MY,DW
NIK   ,HIGH,IEL,CY ,CY ,2014-02-10,69.4500000000,ID,AA
NIK   ,HIGH,IEL,CY ,CY ,2014-01-15,75.1500000000,ID,TJ
NIK   ,HIGH,IEL,CY ,CY ,2014-01-15,75.2100000000,ID,TJ
NIK   ,HIGH,IEL,CY ,CY ,2014-01-15,75.2300000000,ID,TJ
NIK   ,HIGH,IEL,CY ,CY ,2014-01-15,68.3300000000,ID,TJ
NIK   ,HIGH,IEL,CY ,CY ,2014-01-15,68.4100000000,ID,TJ
NIK   ,HIGH,IEL,CY ,CY ,2014-01-15,75.3800000000,ID,TJ
NIK   ,HIGH,IEL,CY ,CY ,2014-01-15,68.2200000000,ID,TJ
NIK   ,HIGH,IEL,CY ,CY ,2014-01-15,68.4300000000,ID,TJ
NIK   ,HIGH,IEL,CY ,CY ,2014-01-15,75.2400000000,ID,TJ
NIK   ,HIGH,IEL,CY ,CY ,2014-01-13,68.3600000000,ID,DW
NIK   ,AIR ,AIR,CFS,CY ,2014-01-12,0.7740000000,VN,GH
NIK   ,AIR ,AIR,CFS,CY ,2014-01-12,0.5340000000,VN,GH
NIK   ,AIR ,AIR,CFS,CY ,2014-01-12,0.6300000000,VN,GH
NIK   ,AIR ,AIR,CFS,CY ,2014-01-11,1.8480000000,VN,AA
NIK   ,AIR ,AIR,CFS,CY ,2014-01-12,0.6600000000,VN,GH
NIK   ,AIR ,AIR,CFS,CY ,2014-01-12,0.6720000000,VN,GH
NIK   ,AIR ,AIR,CFS,CY ,2014-01-12,6.2820000000,VN,H2
NIK   ,AIR ,AIR,CFS,CY ,2014-01-12,0.0600000000,CN,KG
NIK   ,AIR ,AIR,CFS,CY ,2014-01-11,3.5900000000,CN,EE
NIK   ,AIR ,AIR,CFS,CY ,2014-01-13,0.0600000000,CN,YO
NIK   ,AIR ,AIR,CFS,CY ,2014-01-11,0.3500000000,CN,UR
NIK   ,AIR ,AIR,CFS,CY ,2014-01-12,2.5200000000,CN,KG
NIK   ,AIR ,AIR,CFS,CY ,2014-01-12,0.7000000000,CN,YO
NIK   ,AIR ,AIR,CFS,CY ,2014-01-12,1.5800000000,CN,YO
NIK   ,AIR ,AIR,CFS,CY ,2014-01-12,1.8000000000,CN,YO
NIK   ,AIR ,AIR,CFS,CY ,2014-01-12,0.2400000000,CN,YO
NIK   ,AIR ,AIR,CFS,CY ,2014-01-12,1.7100000000,CN,YO
NIK   ,AIR ,AIR,CFS,CY ,2014-01-12,0.0900000000,CN,YO
NIK   ,AIR ,AIR,CFS,CY ,2014-01-12,1.0600000000,CN,TJ
NIK   ,AIR ,AIR,CFS,CY ,2014-01-12,0.8400000000,CN,EE
NIK   ,AIR ,AIR,CFS,CY ,2014-01-12,2.4600000000,CN,YO
NIK   ,DRY ,IEL,CFS,CY ,2014-01-15,12.9400000000,EG,BK
NIK   ,AIR ,AIR,CFS,CY ,2014-01-11,9.1270000000,TH,TJ
NIK   ,DRY ,IEL,CFS,CY ,2014-01-21,58.0540000000,MY,AI
NIK   ,TRAI,IEL,CFS,CY ,2014-03-04,0.2700000000,CN,GH
NIK   ,TRAI,IEL,CFS,CY ,2014-01-21,4.1600000000,CN,GH
NIK   ,AIR ,AIR,CFS,CY ,2014-01-11,4.7930000000,CN,AA
NIK   ,DRY ,IEL,CFS,CY ,2014-01-20,58.0570000000,ID,EL
NIK   ,DRY ,IEL,CFS,CY ,2014-01-19,16.4850000000,ID,KL
NIK   ,DRY ,IEL,CFS,CY ,2014-01-08,27.7400000000,LK,EL
NIK   ,AIR ,AIR,CFS,CY ,2014-01-10,0.7330000000,CN,TJ
NIK   ,DRY ,IEL,CFS,CFS,2014-01-09,0.3020000000,MY,KK
NIK   ,HIGH,OCE,CFS,CFS,2014-01-09,1.6200000000,TR,EL
NIK   ,HIGH,IEL,CY ,CY ,2014-02-10,79.4100000000,ID,AA
NIK   ,HIGH,IEL,CY ,CY ,2014-02-10,80.9600000000,ID,AA
NIK   ,DRY ,IEL,CFS,CY ,2014-01-12,54.2800000000,IN,AA
NIK   ,DRY ,OCE,CFS,CY ,2014-01-21,27.5900000000,MY,AI
NIK   ,TRAI,IEL,CFS,CY ,2014-03-04,4.7350000000,CN,GH
NIK   ,TRAI,IEL,CFS,CY ,2014-03-04,0.8200000000,CN,GH
NIK   ,TRAI,IEL,CFS,CY ,2014-01-21,13.1400000000,CN,GH
NIK   ,DRY ,IEL,CFS,CY ,2014-01-03,34.8430000000,BE,XB
NIK   ,AIR ,AIR,CY ,CY ,2014-01-10,4.2700000000,BG,KG
NIK   ,DRY ,IEL,CFS,CY ,2014-01-03,41.6100000000,BE,XB
NIK   ,DRY ,IEL,CFS,CY ,2014-01-03,41.9270000000,BE,XB
NIK   ,AIR ,AIR,CFS,CY ,2014-01-10,24.6500000000,ID,FD
NIK   ,AIR ,AIR,CFS,CY ,2014-01-10,23.8100000000,ID,FD
NIK   ,AIR ,AIR,CFS,CFS,2014-01-10,0.8310000000,IL,AA
NIK   ,AIR ,AIR,CFS,CY ,2014-01-09,0.3500000000,TR,Z6
NIK   ,AIR ,AIR,CFS,CY ,2014-01-09,0.9350000000,TR,Z6
NIK   ,AIR ,AIR,CFS,CFS,2014-01-10,0.6000000000,IL,Z6
NIK   ,HIGH,IEL,CFS,CFS,2014-01-15,1.2500000000,TW,KG
NIK   ,DRY ,IEL,CFS,CY ,2014-01-13,30.3400000000,VN,AA
NIK   ,DRY ,IEL,CFS,CY ,2014-01-15,30.3200000000,VN,KG
NIK   ,HIGH,IEL,CFS,CY ,2014-01-15,69.8000000000,VN,KG
NIK   ,HIGH,IEL,CFS,CY ,2014-01-15,70.0900000000,VN,KG
NIK   ,DRY ,IEL,CFS,CFS,2014-01-20,0.0000000000,CN,PP
NIK   ,DRY ,IEL,CFS,CFS,2014-01-20,0.0000000000,CN,PP
NIK   ,DRY ,IEL,CFS,CFS,2014-01-20,0.0000000000,CN,PP
NIK   ,DRY ,IEL,CFS,CFS,2014-01-20,0.0000000000,CN,PP
NIK   ,DRY ,IEL,CFS,CFS,2014-01-20,0.0000000000,CN,PP
NIK   ,HIGH,IEL,CFS,CY ,2014-01-16,62.3100000000,MY,AL
NIK   ,HIGH,IEL,CY ,CY ,2014-02-12,68.7500000000,ID,AA
NIK   ,TRAI,IEL,CFS,CY ,2014-03-04,3.7030000000,CN,GH
NIK   ,TRAI,IEL,CFS,CY ,2014-01-09,79.0000000000,TR,AA
NIK   ,DRY ,IEL,CFS,CY ,2014-01-18,21.4060000000,CN,FD
NIK   ,DRY ,IEL,CFS,CY ,2014-01-14,27.9850000000,CN,BK
NIK   ,DRY ,IEL,CFS,CY ,2014-01-14,23.9700000000,CN,WX
NIK   ,DRY ,IEL,CFS,CY ,2014-01-14,22.6100000000,CN,TJ
NIK   ,DRY ,IEL,CFS,CY ,2014-01-14,54.8700000000,CN,WX
NIK   ,DRY ,IEL,CFS,CY ,2014-01-14,38.2020000000,CN,WX
NIK   ,HIGH,IEL,CFS,CY ,2014-01-14,75.6350000000,CN,AA
NIK   ,AIR ,AIR,CFS,CY ,2014-02-07,0.4190000000,LK,AA
NIK   ,HIGH,IEL,CFS,CY ,2014-01-22,50.9900000000,CN,AA
NIK   ,TRAI,IEL,CFS,CY ,2014-03-04,3.1600000000,CN,GH
NIK   ,DRY ,OCE,CFS,CY ,2014-01-21,58.0540000000,MY,AI
NIK   ,HIGH,IEL,CY ,CY ,2014-01-14,64.0000000000,CN,DW
NIK   ,HIGH,IEL,CFS,CY ,2014-01-12,77.5000000000,TH,AA
NIK   ,HIGH,IEL,CFS,CY ,2014-01-12,78.3400000000,TH,AA
NIK   ,AIR ,AIR,CFS,CY ,2014-01-10,0.0680000000,SG,VS
NIK   ,TRAI,IEL,CFS,CY ,2014-03-04,0.2900000000,CN,GH
NIK   ,AIR ,AIR,CFS,CY ,2014-01-10,0.0680000000,SG,AA
NIK   ,HIGH,IEL,CFS,CY ,2014-01-12,76.7100000000,TH,AA
NIK   ,AIR ,AIR,CFS,CY ,2014-01-11,29.0820000000,VN,H2
NIK   ,AIR ,AIR,CFS,CY ,2014-01-10,3.1300000000,SG,AA
NIK   ,AIR ,AIR,CFS,CY ,2014-01-11,15.4620000000,VN,H2
NIK   ,HIGH,IEL,CFS,CY ,2014-01-12,77.5200000000,TH,AA
NIK   ,HIGH,IEL,CFS,CY ,2014-01-12,77.2000000000,TH,AA
NIK   ,AIR ,AIR,CFS,CY ,2014-01-10,4.7760000000,SG,AA
NIK   ,DRY ,IEL,CFS,CFS,2014-01-03,0.0000000000,SG,PP
NIK   ,DRY ,IEL,CFS,CY ,2014-01-08,20.6800000000,LK,GH
NIK   ,DRY ,IEL,CFS,CFS,2014-01-11,0.0000000000,TH,PP
NIK   ,DRY ,IEL,CFS,CFS,2014-01-11,0.0000000000,TH,PP
NIK   ,DRY ,IEL,CFS,CFS,2014-01-11,0.0000000000,TH,PP
NIK   ,HIGH,IEL,CFS,CY ,2014-01-22,56.7600000000,CN,AA
NIK   ,DRY ,IEL,CFS,CFS,2014-01-11,0.0000000000,TH,PP
NIK   ,DRY ,IEL,CFS,CFS,2014-01-11,0.0000000000,TH,PP
NIK   ,DRY ,IEL,CFS,CY ,2014-01-18,35.4000000000,CN,WX
NIK   ,DRY ,IEL,CFS,CY ,2014-01-18,21.4800000000,CN,BK
NIK   ,DRY ,IEL,CFS,CY ,2014-01-12,52.0600000000,VN,TJ
NIK   ,HIGH,IEL,CFS,CY ,2014-01-12,81.2100000000,VN,TJ
NIK   ,HIGH,IEL,CFS,CY ,2014-01-15,69.0660000000,MY,PT
NIK   ,HIGH,IEL,CFS,CY ,2014-01-22,57.5000000000,CN,AA
NIK   ,HIGH,IEL,CFS,CY ,2014-01-15,68.2900000000,MY,PT
NIK   ,DRY ,IEL,CFS,CY ,2014-01-15,58.8160000000,MY,PT
NIK   ,DRY ,IEL,CFS,CY ,2014-01-16,58.2200000000,CN,AA
NIK   ,DRY ,IEL,CFS,CY ,2014-01-15,58.5900000000,MY,PT
NIK   ,DRY ,IEL,CFS,CY ,2014-01-16,43.8900000000,CN,TJ
NIK   ,AIR ,AIR,CFS,CY ,2014-01-10,0.6900000000,TH,AA
NIK   ,DRY ,IEL,CFS,CY ,2014-01-16,26.5500000000,CN,AA
NIK   ,HIGH,IEL,CFS,CY ,2014-01-12,78.9600000000,VN,BK
NIK   ,DRY ,IEL,CFS,CY ,2014-01-13,30.6300000000,VN,DW
NIK   ,HIGH,IEL,CFS,CY ,2014-01-13,79.7300000000,VN,BK
NIK   ,DRY ,IEL,CFS,CY ,2014-01-12,29.7800000000,VN,WX
NIK   ,DRY ,IEL,CFS,CY ,2014-01-12,38.1100000000,VN,WX
NIK   ,DRY ,IEL,CFS,CY ,2014-01-12,42.7600000000,VN,WX
NIK   ,HIGH,IEL,CFS,CY ,2014-01-12,79.7100000000,VN,AA
NIK   ,HIGH,IEL,CFS,CY ,2014-01-12,79.7900000000,VN,AA
NIK   ,DRY ,IEL,CY ,CY ,2014-01-14,38.5000000000,CN,OK
NIK   ,DRY ,IEL,CY ,CY ,2014-01-14,45.0000000000,CN,OK
NIK   ,TRAI,IEL,CFS,CY ,2014-01-21,20.5600000000,CN,GH
NIK   ,HIGH,IEL,CY ,CY ,2014-01-12,79.7800000000,ID,AA
NIK   ,HIGH,IEL,CY ,CY ,2014-01-12,69.3440000000,ID,AA
NIK   ,DRY ,IEL,CFS,CY ,2014-01-12,14.7920000000,VN,YO
NIK   ,DRY ,IEL,CFS,CY ,2014-01-12,51.2500000000,VN,AA
NIK   ,HIGH,IEL,CY ,CY ,2014-01-14,67.1600000000,CN,US
NIK   ,HIGH,IEL,CFS,CFS,2014-01-12,0.0000000000,KH,PP
NIK   ,HIGH,IEL,CFS,CFS,2014-01-12,0.0000000000,KH,PP
NIK   ,HIGH,IEL,CY ,CY ,2014-01-13,69.3300000000,CN,TJ
NIK   ,HIGH,IEL,CFS,CFS,2014-01-12,3.0000000000,VN,EL
NIK   ,AIR ,AIR,CFS,CY ,2014-01-12,1.2990000000,CN,YO
NIK   ,HIGH,IEL,CFS,CFS,2014-01-12,0.0000000000,KH,PP
NIK   ,HIGH,IEL,CY ,CY ,2014-01-13,68.6300000000,CN,TJ
NIK   ,HIGH,IEL,CFS,CY ,2014-01-12,79.9200000000,VN,BK
NIK   ,DRY ,IEL,CFS,CY ,2014-01-13,29.9000000000,ID,HD
NIK   ,DRY ,IEL,CFS,CY ,2014-01-18,17.6800000000,CN,NL
NIK   ,DRY ,IEL,CFS,CY ,2014-01-11,55.9820000000,PK,AA
NIK   ,HIGH,IEL,CFS,CY ,2014-01-14,45.1900000000,CN,OK
NIK   ,DRY ,IEL,CFS,CY ,2014-01-13,26.9500000000,ID,ZO
NIK   ,DRY ,IEL,CFS,CY ,2014-01-11,28.2000000000,PK,AA
NIK   ,DRY ,IEL,CFS,CY ,2014-01-14,26.9100000000,CN,OK
NIK   ,HIGH,IEL,CFS,CY ,2014-01-12,76.7300000000,TH,AA
NIK   ,TRAI,IEL,CFS,CY ,2014-01-14,1.6400000000,CN,GH
NIK   ,DRY ,IEL,CFS,CY ,2014-01-17,29.2100000000,CN,HD
NIK   ,HIGH,IEL,CY ,CY ,2014-01-13,68.0700000000,CN,TJ
NIK   ,HIGH,IEL,CFS,CY ,2014-01-06,77.7800000000,LK,AA
NIK   ,DRY ,IEL,CFS,CY ,2014-01-17,38.3900000000,CN,FD
NIK   ,DRY ,IEL,CFS,CFS,2014-01-06,0.0000000000,LK,PP
NIK   ,HIGH,IEL,CFS,CY ,2014-01-20,66.7990000000,ID,XB
NIK   ,HIGH,IEL,CFS,CY ,2014-01-20,69.0000000000,ID,XB
NIK   ,HIGH,IEL,CFS,CY ,2014-01-20,69.0000000000,ID,XB
NIK   ,HIGH,IEL,CFS,CY ,2014-01-12,67.8700000000,MY,DW
NIK   ,HIGH,IEL,CFS,CY ,2014-01-12,68.2110000000,MY,DW
NIK   ,HIGH,IEL,CFS,CY ,2014-01-12,67.9700000000,MY,DW
NIK   ,TRAI,IEL,CFS,CY ,2014-01-10,3.5300000000,CN,GH
NIK   ,HIGH,IEL,CFS,CY ,2014-01-12,67.3800000000,MY,DW
NIK   ,DRY ,IEL,CFS,CY ,2014-01-12,57.2000000000,MY,DW
NIK   ,DRY ,IEL,CFS,CY ,2014-01-12,27.2700000000,MY,DW
NIK   ,AIR ,AIR,CFS,CY ,2014-01-27,3.1100000000,EG,UR
NIK   ,DRY ,IEL,CFS,CY ,2014-01-17,12.4480000000,CN,TJ
NIK   ,HIGH,IEL,CFS,CY ,2014-01-17,75.1600000000,CN,AA
NIK   ,HIGH,IEL,CFS,CY ,2014-01-17,71.9840000000,CN,TJ
NIK   ,DRY ,IEL,CFS,CY ,2014-01-17,56.1500000000,CN,AA
NIK   ,DRY ,IEL,CFS,CY ,2014-01-12,52.2900000000,ID,CW
NIK   ,DRY ,IEL,CFS,CY ,2014-01-12,47.8200000000,ID,Y7
NIK   ,DRY ,IEL,CFS,CY ,2014-01-12,31.8200000000,ID,TP
NIK   ,HIGH,IEL,CFS,CY ,2014-01-12,61.3700000000,ID,TP
NIK   ,DRY ,IEL,CFS,CY ,2014-01-12,7.6500000000,KH,YO
NIK   ,AIR ,AIR,CFS,CY ,2014-01-10,10.1820000000,SG,BK
NIK   ,DRY ,IEL,CFS,CFS,2014-01-14,0.0000000000,CN,PP
NIK   ,DRY ,IEL,CFS,CFS,2014-01-14,0.0000000000,CN,PP
NIK   ,DRY ,IEL,CFS,CFS,2014-01-14,0.0000000000,CN,PP
NIK   ,HIGH,IEL,CFS,CFS,2014-01-12,0.0000000000,ID,PP
NIK   ,DRY ,IEL,CFS,CFS,2014-01-14,0.0000000000,CN,PP
NIK   ,DRY ,IEL,CFS,CFS,2014-01-14,0.0000000000,CN,PP
NIK   ,DRY ,OCE,CFS,CY ,2014-01-13,32.6050000000,MY,KT
NIK   ,DRY ,IEL,CFS,CY ,2014-01-12,23.6600000000,ID,WX
NIK   ,DRY ,IEL,CFS,CY ,2014-01-12,23.6600000000,ID,WX
NIK   ,DRY ,IEL,CFS,CY ,2014-01-12,51.6400000000,ID,RK
NIK   ,HIGH,IEL,CFS,CY ,2014-01-12,79.2900000000,ID,BK
NIK   ,TRAI,IEL,CFS,CY ,2014-01-10,3.5220000000,CN,WA
NIK   ,DRY ,IEL,CFS,CY ,2014-01-12,24.2300000000,KH,AA
NIK   ,HIGH,IEL,CFS,CFS,2014-01-12,0.0000000000,ID,PP
