Consignee,ContainerType,ShipmentType,OriginService,DestinationService,ETD,Measurement,OriginCountry,DestinationCountry
Customer1   ,DRY ,OCE,CFS,CY ,11/01/2014,0,CN,MY
Customer1   ,HIGH,IEL,CFS,CY ,11/01/2014,60.53,VN,SE
Customer1   ,HIGH,IEL,CFS,CY ,11/01/2014,65.8,VN,CN
Customer1   ,HIGH,IEL,CFS,CY ,11/01/2014,68.82,VN,CN
Customer1   ,HIGH,IEL,CFS,CY ,11/01/2014,70.47,VN,CN
Customer1   ,HIGH,IEL,CFS,CY ,11/01/2014,71.19,VN,CN
Customer1   ,HIGH,IEL,CFS,CY ,11/01/2014,71.02,VN,CN
Customer1   ,AIR ,AIR,CFS,CFS,10/01/2014,0,CN,MY
Customer1   ,DRY ,IEL,CFS,CY ,11/01/2014,21.81,TH,GB
Customer1   ,AIR ,AIR,CFS,CY ,10/01/2014,0.057,SG,NL
Customer1   ,HIGH,IEL,CFS,CY ,10/01/2014,76.91,VN,GB
Customer1   ,TRAI,IEL,CFS,CY ,10/01/2014,4.72,CN,CN
Customer1   ,AIR ,AIR,CFS,CFS,11/01/2014,0.62,IT,CN
Customer1   ,AIR ,AIR,CFS,CFS,11/01/2014,0.48,IT,HK
Customer1   ,AIR ,AIR,CFS,CY ,10/01/2014,18.18,ID,GB
Customer1   ,AIR ,AIR,CFS,CY ,10/01/2014,0.186,VN,NL
Customer1   ,AIR ,AIR,CFS,CY ,11/01/2014,0.274,CN,BR
Customer1   ,TRAI,IEL,CFS,CY ,10/01/2014,2.862,CN,CN
Customer1   ,TRAI,IEL,CFS,CY ,10/01/2014,2.268,CN,CN
Customer1   ,AIR ,AIR,CFS,CY ,11/01/2014,0.351,CN,BR
Customer1   ,TRAI,IEL,CFS,CY ,10/01/2014,9.69,CN,CN
Customer1   ,TRAI,IEL,CFS,CY ,10/01/2014,2.799,CN,CN
Customer1   ,TRAI,IEL,CFS,CY ,10/01/2014,4.13,CN,CN
Customer1   ,TRAI,IEL,CFS,CY ,10/01/2014,8.501,CN,CN
Customer1   ,TRAI,IEL,CFS,CY ,10/01/2014,3.09,CN,CN
Customer1   ,TRAI,IEL,CFS,CY ,10/01/2014,4.989,CN,CN
Customer1   ,TRAI,IEL,CFS,CY ,10/01/2014,3.56,CN,CN
Customer1   ,TRAI,IEL,CFS,CY ,10/01/2014,6.222,CN,CN
Customer1   ,TRAI,IEL,CFS,CY ,10/01/2014,4.24,CN,CN
Customer1   ,TRAI,IEL,CFS,CY ,10/01/2014,3.522,CN,CN
Customer1   ,AIR ,AIR,CFS,CY ,10/01/2014,10.182,SG,BE
Customer1   ,TRAI,IEL,CFS,CY ,10/01/2014,3.53,CN,CN
Customer1   ,DRY ,IEL,CFS,CY ,11/01/2014,28.2,PK,BE
Customer1   ,DRY ,IEL,CFS,CY ,11/01/2014,55.982,PK,BE
Customer1   ,HIGH,IEL,CFS,CY ,07/04/2014,77.45,LK,BE
Customer1   ,AIR ,AIR,CFS,CY ,10/01/2014,0.69,TH,BE
Customer1   ,DRY ,IEL,CFS,CFS,11/01/2014,0,TH,MY
Customer1   ,DRY ,IEL,CFS,CFS,11/01/2014,0,TH,MY
Customer1   ,DRY ,IEL,CFS,CFS,11/01/2014,0,TH,MY
Customer1   ,DRY ,IEL,CFS,CFS,11/01/2014,0,TH,MY
Customer1   ,DRY ,IEL,CFS,CFS,11/01/2014,0,TH,MY
Customer1   ,AIR ,AIR,CFS,CY ,10/01/2014,4.776,SG,BE
Customer1   ,AIR ,AIR,CFS,CY ,10/01/2014,3.13,SG,BE
Customer1   ,AIR ,AIR,CFS,CY ,11/01/2014,15.462,VN,CN
Customer1   ,DRY ,IEL,CY ,CY ,16/04/2014,55.96,ID,JP
Customer1   ,AIR ,AIR,CFS,CY ,10/01/2014,0.068,SG,BE
Customer1   ,AIR ,AIR,CFS,CY ,10/01/2014,0.068,SG,NL
Customer1   ,HIGH,IEL,CFS,CY ,07/04/2014,76.73,LK,BE
Customer1   ,DRY ,IEL,CFS,CY ,07/04/2014,5.06,KH,AU
Customer1   ,AIR ,AIR,CFS,CY ,21/03/2014,0.41,CN,NZ
Customer1   ,AIR ,AIR,CFS,CY ,21/03/2014,4.03,CN,AU
Customer1   ,AIR ,AIR,CFS,CY ,20/03/2014,3.17,CN,KR
Customer1   ,AIR ,AIR,CFS,CY ,20/03/2014,4,CN,KR
Customer1   ,AIR ,AIR,CFS,CFS,10/01/2014,0.6,IL,BR
Customer1   ,AIR ,AIR,CFS,CFS,10/01/2014,0.831,IL,BE
Customer1   ,AIR ,AIR,CFS,CY ,10/01/2014,23.81,ID,GB
Customer1   ,AIR ,AIR,CFS,CY ,10/01/2014,24.65,ID,GB
Customer1   ,AIR ,AIR,CY ,CY ,10/01/2014,4.27,BG,HK
Customer1   ,AIR ,AIR,CFS,CY ,21/03/2014,0.09,CN,ZA
Customer1   ,TRAI,IEL,CFS,CY ,20/03/2014,58.129,TR,BE
Customer1   ,AIR ,AIR,CFS,CY ,10/01/2014,0.733,CN,BE
Customer1   ,DRY ,IEL,CFS,CY ,20/01/2014,58.057,ID,AU
Customer1   ,AIR ,AIR,CFS,CY ,11/01/2014,4.793,CN,BE
Customer1   ,TRAI,IEL,CFS,CY ,21/03/2014,0.309,CN,CN
Customer1   ,AIR ,AIR,CFS,CY ,20/03/2014,1.08,VN,BE
Customer1   ,AIR ,AIR,CFS,CY ,11/01/2014,9.127,TH,BE
Customer1   ,DRY ,IEL,CFS,CY ,20/03/2014,27.54,CN,NL
Customer1   ,HIGH,IEL,CFS,CY ,20/03/2014,67.44,CN,BE
Customer1   ,HIGH,IEL,CFS,CY ,21/03/2014,67.6,CN,JP
Customer1   ,HIGH,IEL,CFS,CY ,17/04/2014,61.94,IN,BE
Customer1   ,AIR ,AIR,CY ,CY ,11/01/2014,0.33,BG,AU
Customer1   ,AIR ,AIR,CY ,CY ,11/01/2014,0.49,BG,KR
Customer1   ,AIR ,AIR,CY ,CY ,11/01/2014,1.07,BG,KR
Customer1   ,HIGH,IEL,CFS,CY ,09/03/2014,77.82,VN,BE
Customer1   ,AIR ,AIR,CFS,CY ,11/01/2014,1.8,HK,BE
Customer1   ,HIGH,IEL,CFS,CY ,09/03/2014,77.97,VN,BE
Customer1   ,AIR ,AIR,CFS,CFS,11/01/2014,0.22,IT,MY
Customer1   ,DRY ,IEL,CFS,CY ,11/01/2014,7.73,TH,TW
Customer1   ,HIGH,IEL,CFS,CY ,09/03/2014,76.87,VN,BE
Customer1   ,DRY ,IEL,CFS,CY ,09/03/2014,28.07,VN,NZ
Customer1   ,TRAI,IEL,CFS,CY ,10/01/2014,12.16,TR,BE
Customer1   ,TRAI,IEL,CFS,CY ,10/01/2014,31.97,TR,GB
Customer1   ,TRAI,IEL,CFS,CY ,10/01/2014,2.53,TR,BE
Customer1   ,TRAI,IEL,CFS,CY ,11/01/2014,11.13,TR,GB
Customer1   ,DRY ,OCE,CFS,CFS,20/01/2014,0,MY,MY
Customer1   ,TRAI,IEL,CFS,CY ,16/04/2014,4.71,CN,CN
Customer1   ,TRAI,IEL,CFS,CY ,16/04/2014,2.389,CN,CN
Customer1   ,DRY ,IEL,CY ,CY ,16/04/2014,55.79,ID,JP
Customer1   ,DRY ,IEL,CFS,CFS,07/04/2014,0,CN,MY
Customer1   ,AIR ,AIR,CFS,CY ,17/04/2014,1.665,SG,BE
Customer1   ,DRY ,IEL,CFS,CY ,21/03/2014,41.11,CN,HK
Customer1   ,DRY ,IEL,CFS,CY ,20/03/2014,27.83,CN,NL
Customer1   ,HIGH,IEL,CFS,CY ,19/03/2014,68.316,ID,BE
Customer1   ,DRY ,IEL,CFS,CY ,19/03/2014,23.71,ID,BE
Customer1   ,HIGH,IEL,CFS,CFS,09/03/2014,7.421,ID,NZ
Customer1   ,TRAI,IEL,CFS,CY ,21/01/2014,20.56,CN,CN
Customer1   ,DRY ,IEL,CFS,CFS,20/01/2014,0,LK,MY
Customer1   ,TRAI,IEL,CFS,CY ,21/01/2014,42.801,CN,CN
Customer1   ,DRY ,IEL,CFS,CY ,21/01/2014,15.61,TW,NL
Customer1   ,TRAI,IEL,CFS,CY ,21/01/2014,34.67,CN,CN
Customer1   ,AIR ,AIR,CFS,CFS,21/01/2014,1.06,IT,BR
Customer1   ,HIGH,IEL,CFS,CFS,11/08/2014,0,ID,MY
Customer1   ,DRY ,IEL,CFS,CY ,08/10/2014,26,TW,BE
Customer1   ,AIR ,AIR,CFS,CY ,09/10/2014,38.895,CN,GB
Customer1   ,DRY ,IEL,CFS,CY ,09/10/2014,12.618,CN,PH
Customer1   ,TRAI,IEL,CFS,CY ,08/10/2014,10.412,TR,GB
Customer1   ,TRAI,IEL,CFS,CY ,08/10/2014,11.72,TR,BE
Customer1   ,TRAI,IEL,CFS,CY ,08/10/2014,41.658,TR,BE
Customer1   ,DRY ,OCE,CFS,CY ,08/10/2014,27.214,MY,ID
Customer1   ,DRY ,OCE,CFS,CY ,08/10/2014,41.539,MY,ID
Customer1   ,HIGH,IEL,CFS,CY ,08/10/2014,70.51,VN,KR
Customer1   ,HIGH,IEL,CFS,CY ,08/10/2014,70.91,VN,KR
Customer1   ,DRY ,IEL,CFS,CY ,08/10/2014,57.59,VN,KR
Customer1   ,DRY ,IEL,CFS,CY ,08/10/2014,7.671,PK,PH
Customer1   ,DRY ,IEL,CFS,CY ,08/10/2014,27.74,SG,JP
Customer1   ,DRY ,IEL,CFS,CY ,08/10/2014,24.2,SG,CN
Customer1   ,HIGH,IEL,CY ,CY ,08/10/2014,68.37,ID,BE
Customer1   ,HIGH,IEL,CY ,CY ,08/10/2014,68.27,ID,BE
Customer1   ,HIGH,IEL,CY ,CY ,08/10/2014,68.21,ID,BE
Customer1   ,DRY ,IEL,CY ,CY ,08/10/2014,58.22,ID,BE
Customer1   ,HIGH,IEL,CY ,CY ,08/10/2014,68.33,ID,BE
Customer1   ,DRY ,IEL,CY ,CY ,08/10/2014,58.33,ID,BE
Customer1   ,DRY ,IEL,CY ,CY ,08/10/2014,58.29,ID,BE
Customer1   ,HIGH,IEL,CY ,CY ,08/10/2014,75.51,ID,BE
Customer1   ,HIGH,IEL,CY ,CY ,08/10/2014,75.28,ID,BE
Customer1   ,HIGH,IEL,CY ,CY ,08/10/2014,75.33,ID,BE
Customer1   ,HIGH,IEL,CY ,CY ,08/10/2014,75.27,ID,BE
Customer1   ,HIGH,IEL,CY ,CY ,08/10/2014,75.59,ID,BE
Customer1   ,HIGH,IEL,CY ,CY ,08/10/2014,68.17,ID,BE
Customer1   ,HIGH,IEL,CY ,CY ,08/10/2014,68.34,ID,BE
Customer1   ,HIGH,IEL,CY ,CY ,08/10/2014,68.2,ID,BE
Customer1   ,HIGH,IEL,CY ,CY ,08/10/2014,68.25,ID,BE
Customer1   ,HIGH,IEL,CY ,CY ,08/10/2014,68.4,ID,BE
Customer1   ,HIGH,IEL,CY ,CY ,08/10/2014,68.48,ID,BE
Customer1   ,DRY ,IEL,CFS,CY ,08/10/2014,27.214,MY,ID
Customer1   ,DRY ,IEL,CFS,CY ,08/10/2014,54.241,PK,BE
Customer1   ,DRY ,IEL,CFS,CY ,08/10/2014,41.539,MY,ID
Customer1   ,DRY ,IEL,CFS,CY ,08/10/2014,24.821,PK,BE
Customer1   ,AIR ,AIR,CFS,CY ,19/07/2014,0.02,VN,BE
Customer1   ,AIR ,AIR,CFS,CFS,30/07/2014,0.91,IT,BR
Customer1   ,AIR ,AIR,CFS,CY ,27/09/2014,0.04,CN,AU
Customer1   ,AIR ,AIR,CFS,CY ,26/09/2014,12.384,CN,BE
Customer1   ,AIR ,AIR,CFS,CY ,21/08/2014,0.687,CN,MY
Customer1   ,AIR ,AIR,CFS,CY ,21/08/2014,38.652,CN,BE
Customer1   ,DRY ,IEL,CFS,CY ,30/07/2014,54.82,TW,BE
Customer1   ,HIGH,IEL,CY ,CY ,30/07/2014,68,CN,BE
Customer1   ,HIGH,IEL,CY ,CY ,30/07/2014,68.4,CN,BE
Customer1   ,AIR ,AIR,CFS,CY ,19/07/2014,1.492,MY,BE
Customer1   ,DRY ,OCE,CY ,CY ,19/07/2014,13.24,IT,MX
Customer1   ,HIGH,IEL,CY ,CY ,30/07/2014,68.2,CN,BE
Customer1   ,DRY ,IEL,CFS,CY ,29/07/2014,6.1,CN,AU
Customer1   ,DRY ,IEL,CFS,CY ,30/07/2014,16.018,VN,KR
Customer1   ,DRY ,IEL,CFS,CY ,30/07/2014,56.91,TW,BE
Customer1   ,DRY ,IEL,CFS,CY ,20/07/2014,29.18,VN,ZA
Customer1   ,AIR ,AIR,CFS,CY ,19/07/2014,6.062,HK,NL
Customer1   ,DRY ,IEL,CFS,CY ,30/07/2014,6.22,TH,JP
Customer1   ,AIR ,AIR,CFS,CY ,19/07/2014,7.32,LK,BE
Customer1   ,HIGH,IEL,CFS,CY ,20/07/2014,79.8,VN,GB
Customer1   ,AIR ,AIR,CFS,CY ,19/07/2014,0.19,HK,BE
Customer1   ,HIGH,IEL,CFS,CFS,20/07/2014,4,VN,MY
Customer1   ,AIR ,AIR,CFS,CY ,19/07/2014,6.044,ID,BE
Customer1   ,HIGH,IEL,CFS,CY ,29/07/2014,70.43,ID,CN
Customer1   ,HIGH,IEL,CFS,CFS,20/07/2014,4.1,CN,IN
Customer1   ,AIR ,AIR,CFS,CY ,09/07/2014,0.739,LK,BE
Customer1   ,HIGH,IEL,CY ,CY ,20/07/2014,68.2,CN,BE
Customer1   ,TRAI,IEL,CFS,CY ,09/07/2014,12.101,CN,CN
Customer1   ,DRY ,IEL,CFS,CY ,10/07/2014,56.962,PK,BE
Customer1   ,TRAI,IEL,CFS,CY ,09/07/2014,2.67,CN,CN
Customer1   ,TRAI,IEL,CFS,CY ,09/07/2014,3.22,CN,CN
Customer1   ,TRAI,IEL,CFS,CY ,09/07/2014,1.29,CN,CN
Customer1   ,TRAI,IEL,CFS,CY ,09/07/2014,1.17,CN,CN
Customer1   ,TRAI,IEL,CFS,CY ,09/07/2014,8.462,CN,CN
Customer1   ,AIR ,AIR,CFS,CFS,10/07/2014,0.8,IT,PE
Customer1   ,TRAI,IEL,CFS,CY ,20/06/2014,72.33,TR,BE
Customer1   ,AIR ,AIR,CFS,CY ,11/01/2014,2.925,PK,GB
Customer1   ,DRY ,IEL,CFS,CY ,30/06/2014,21.117,ID,TH
Customer1   ,DRY ,IEL,CFS,CY ,03/06/2014,40.35,TH,JP
Customer1   ,DRY ,IEL,CFS,CFS,19/06/2014,1.53,LK,MY
Customer1   ,DRY ,IEL,CFS,CFS,19/06/2014,3.06,LK,MY
Customer1   ,TRAI,IEL,CFS,CY ,19/06/2014,1.25,CN,CN
Customer1   ,DRY ,IEL,CY ,CY ,19/06/2014,59.87,TH,BE
Customer1   ,HIGH,IEL,CY ,CY ,19/06/2014,69.75,TH,BE
Customer1   ,TRAI,IEL,CFS,CY ,19/06/2014,4.31,CN,CN
Customer1   ,TRAI,IEL,CFS,CY ,19/06/2014,2.57,CN,CN
Customer1   ,AIR ,AIR,CFS,CY ,19/06/2014,2.664,VN,CN
Customer1   ,HIGH,IEL,CFS,CY ,29/06/2014,80.1,VN,BE
Customer1   ,HIGH,IEL,CFS,CY ,30/06/2014,78.75,VN,BE
Customer1   ,HIGH,IEL,CFS,CY ,30/06/2014,77.35,VN,BE
Customer1   ,HIGH,IEL,CFS,CY ,30/06/2014,5.14,VN,MY
Customer1   ,AIR ,AIR,CFS,CY ,03/06/2014,1.003,MY,GB
Customer1   ,HIGH,IEL,CY ,CY ,09/06/2014,68.05,CN,BE
Customer1   ,TRAI,IEL,CFS,CY ,19/06/2014,3.72,CN,CN
Customer1   ,AIR ,AIR,CFS,CY ,03/06/2014,16.247,VN,BE
Customer1   ,AIR ,AIR,CFS,CY ,04/06/2014,18.293,VN,BE
Customer1   ,TRAI,IEL,CFS,CY ,04/06/2014,3.64,CN,CN
Customer1   ,TRAI,IEL,CFS,CY ,04/06/2014,5.57,CN,CN
Customer1   ,TRAI,IEL,CFS,CY ,04/06/2014,8.17,CN,CN
Customer1   ,TRAI,IEL,CFS,CY ,04/06/2014,3.3,CN,CN
Customer1   ,TRAI,IEL,CFS,CY ,04/06/2014,21.33,CN,CN
Customer1   ,TRAI,IEL,CFS,CY ,04/06/2014,0.171,CN,CN
Customer1   ,TRAI,IEL,CFS,CY ,04/06/2014,0.17,CN,CN
Customer1   ,AIR ,AIR,CFS,CY ,03/06/2014,11.459,TH,BE
Customer1   ,HIGH,IEL,CFS,CY ,17/05/2014,62.22,VN,IN
Customer1   ,DRY ,IEL,CFS,CFS,03/05/2014,0,TH,MY
Customer1   ,DRY ,IEL,CFS,CFS,03/05/2014,0,TH,MY
Customer1   ,DRY ,IEL,CFS,CFS,03/05/2014,0,TH,MY
Customer1   ,DRY ,IEL,CFS,CFS,03/05/2014,0,TH,MY
Customer1   ,DRY ,IEL,CFS,CFS,03/05/2014,0,TH,MY
Customer1   ,HIGH,IEL,CFS,CY ,04/05/2014,67.265,TH,BE
Customer1   ,HIGH,IEL,CFS,CY ,04/05/2014,64.42,TH,BE
Customer1   ,DRY ,OCE,CFS,CY ,04/05/2014,26.79,MY,ZA
Customer1   ,HIGH,IEL,CY ,CY ,04/05/2014,68,CN,BE
Customer1   ,DRY ,IEL,CFS,CY ,04/05/2014,13.17,SG,CN
Customer1   ,HIGH,IEL,CFS,CY ,10/01/2014,16.225,BE,AE
Customer1   ,DRY ,IEL,CFS,CY ,03/05/2014,26.97,IN,AU
Customer1   ,HIGH,IEL,CFS,CY ,04/05/2014,67.73,CN,BE
Customer1   ,HIGH,IEL,CFS,CY ,04/05/2014,69.97,MY,ZA
Customer1   ,AIR ,AIR,CFS,CY ,03/05/2014,0.13,CN,GB
Customer1   ,AIR ,AIR,CFS,CY ,03/05/2014,0.05,CN,GB
Customer1   ,DRY ,IEL,CFS,CY ,04/05/2014,21.18,TH,GB
Customer1   ,HIGH,IEL,CFS,CY ,04/05/2014,80.72,VN,BE
Customer1   ,DRY ,IEL,CFS,CY ,04/05/2014,19.94,MY,ZA
Customer1   ,HIGH,IEL,CFS,CY ,04/05/2014,64.239,MY,ZA
Customer1   ,HIGH,IEL,CY ,CY ,04/05/2014,68.86,ID,BE
Customer1   ,HIGH,IEL,CY ,CY ,04/05/2014,69.94,ID,BE
Customer1   ,HIGH,IEL,CFS,CY ,04/05/2014,80.21,VN,BE
Customer1   ,DRY ,IEL,CFS,CY ,04/05/2014,36.14,ID,GB
Customer1   ,AIR ,AIR,CFS,CY ,03/05/2014,0.13,CN,GB
Customer1   ,DRY ,IEL,CFS,CY ,04/05/2014,26.91,ID,GB
Customer1   ,HIGH,IEL,CFS,CY ,04/05/2014,80.89,VN,BE
Customer1   ,DRY ,IEL,CFS,CY ,04/05/2014,43.701,ID,GB
Customer1   ,AIR ,AIR,CFS,CY ,03/05/2014,0.32,CN,BE
Customer1   ,AIR ,AIR,CFS,CY ,03/05/2014,0.06,CN,NL
Customer1   ,AIR ,AIR,CFS,CY ,03/05/2014,0.46,CN,BE
Customer1   ,AIR ,AIR,CFS,CY ,03/05/2014,0.28,CN,BE
Customer1   ,AIR ,AIR,CFS,CY ,03/05/2014,1.31,CN,BE
Customer1   ,AIR ,AIR,CFS,CY ,03/05/2014,0.23,CN,BE
Customer1   ,AIR ,AIR,CFS,CY ,03/05/2014,0.45,CN,NL
Customer1   ,AIR ,AIR,CFS,CY ,03/05/2014,0.5,CN,BE
Customer1   ,AIR ,AIR,CFS,CY ,03/05/2014,0.18,CN,NL
Customer1   ,AIR ,AIR,CFS,CY ,03/05/2014,0.76,CN,BE
Customer1   ,AIR ,AIR,CFS,CY ,03/05/2014,0.85,CN,BE
Customer1   ,AIR ,AIR,CFS,CY ,03/05/2014,0.26,CN,BE
Customer1   ,AIR ,AIR,CFS,CY ,03/05/2014,0.2,CN,BE
Customer1   ,AIR ,AIR,CFS,CY ,03/05/2014,0.84,CN,BE
Customer1   ,DRY ,IEL,CFS,CY ,04/05/2014,6.94,SG,CN
Customer1   ,AIR ,AIR,CFS,CY ,03/05/2014,0.86,CN,BE
Customer1   ,AIR ,AIR,CFS,CY ,03/05/2014,0.83,CN,BE
Customer1   ,AIR ,AIR,CFS,CY ,03/05/2014,0.07,CN,BE
Customer1   ,AIR ,AIR,CFS,CY ,03/05/2014,0.38,CN,BE
Customer1   ,AIR ,AIR,CFS,CY ,03/05/2014,0.19,CN,BE
Customer1   ,AIR ,AIR,CFS,CY ,03/05/2014,0.01,CN,BE
Customer1   ,AIR ,AIR,CFS,CY ,03/05/2014,1.1,CN,BE
Customer1   ,DRY ,IEL,CFS,CY ,04/05/2014,53.72,ID,BE
Customer1   ,DRY ,IEL,CFS,CY ,04/05/2014,34.35,ID,DE
Customer1   ,HIGH,IEL,CFS,CY ,04/05/2014,67.25,ID,FR
Customer1   ,DRY ,IEL,CFS,CY ,04/05/2014,30.82,ID,FR
Customer1   ,DRY ,IEL,CFS,CY ,04/05/2014,52.03,ID,FR
Customer1   ,DRY ,IEL,CFS,CY ,04/05/2014,38.39,ID,FR
Customer1   ,DRY ,IEL,CFS,CY ,04/05/2014,51.07,ID,FR
Customer1   ,HIGH,IEL,CFS,CY ,04/05/2014,79.363,ID,BE
Customer1   ,HIGH,IEL,CFS,CY ,03/05/2014,78.29,ID,BE
Customer1   ,DRY ,IEL,CY ,CY ,03/05/2014,58.06,CN,BE
Customer1   ,DRY ,IEL,CY ,CY ,03/05/2014,58.1,CN,BE
Customer1   ,DRY ,IEL,CY ,CY ,03/05/2014,58.04,CN,BE
Customer1   ,HIGH,IEL,CFS,CY ,04/05/2014,63.55,ID,KR
Customer1   ,HIGH,IEL,CY ,CY ,04/05/2014,79.53,ID,BE
Customer1   ,HIGH,IEL,CY ,CY ,04/05/2014,79.51,ID,BE
Customer1   ,HIGH,IEL,CY ,CY ,04/05/2014,79.98,ID,BE
Customer1   ,HIGH,IEL,CY ,CY ,04/05/2014,80.28,ID,BE
Customer1   ,DRY ,IEL,CFS,CY ,04/05/2014,37.01,TH,BE
Customer1   ,DRY ,IEL,CFS,CY ,04/05/2014,56.9,VN,BE
Customer1   ,DRY ,IEL,CFS,CY ,04/05/2014,57.3,VN,BE
Customer1   ,HIGH,IEL,CFS,CY ,04/05/2014,69.83,TH,BE
Customer1   ,DRY ,IEL,CFS,CY ,03/05/2014,8.15,IN,JP
Customer1   ,DRY ,IEL,CFS,CY ,04/05/2014,31.95,ID,DE
Customer1   ,DRY ,IEL,CFS,CY ,03/05/2014,18.866,ID,MY
Customer1   ,HIGH,IEL,CFS,CY ,04/05/2014,80.75,VN,BE
Customer1   ,HIGH,IEL,CFS,CY ,04/05/2014,80.84,VN,BE
Customer1   ,HIGH,IEL,CFS,CY ,04/05/2014,80.52,VN,BE
Customer1   ,HIGH,IEL,CY ,CY ,04/05/2014,69.06,ID,BE
Customer1   ,DRY ,IEL,CFS,CY ,04/05/2014,11.02,KH,BE
Customer1   ,DRY ,IEL,CFS,CY ,04/05/2014,5.7,KH,MY
Customer1   ,HIGH,IEL,CFS,CY ,04/05/2014,63.66,TH,BE
Customer1   ,HIGH,IEL,CY ,CY ,03/05/2014,68.31,ID,BE
Customer1   ,DRY ,IEL,CFS,CY ,04/05/2014,50.92,TH,BE
Customer1   ,HIGH,IEL,CFS,CY ,04/05/2014,66.66,TH,BE
Customer1   ,AIR ,AIR,CFS,CY ,03/05/2014,27.378,VN,GB
Customer1   ,HIGH,IEL,CY ,CY ,04/05/2014,79.13,ID,BE
Customer1   ,HIGH,IEL,CFS,CY ,04/05/2014,69.58,TH,BE
Customer1   ,HIGH,IEL,CFS,CY ,04/05/2014,65.2,TH,BE
Customer1   ,DRY ,IEL,CFS,CFS,03/05/2014,0,TH,MY
Customer1   ,DRY ,IEL,CFS,CFS,03/05/2014,0,TH,MY
Customer1   ,HIGH,IEL,CFS,CY ,04/05/2014,67.23,TH,BE
Customer1   ,DRY ,OCE,CFS,CY ,18/05/2014,54.03,MY,MA
Customer1   ,HIGH,IEL,CFS,CY ,03/05/2014,70.74,VN,CN
Customer1   ,HIGH,IEL,CFS,CY ,03/05/2014,70.87,VN,CN
Customer1   ,HIGH,IEL,CFS,CY ,03/05/2014,71.22,VN,CN
Customer1   ,HIGH,IEL,CFS,CY ,03/05/2014,70.58,VN,CN
Customer1   ,HIGH,IEL,CFS,CY ,03/05/2014,70.73,VN,CN
Customer1   ,HIGH,IEL,CFS,CY ,03/05/2014,70.59,VN,CN
Customer1   ,HIGH,IEL,CFS,CY ,03/05/2014,71.18,VN,CN
Customer1   ,HIGH,IEL,CFS,CY ,03/05/2014,71.13,VN,CN
Customer1   ,HIGH,IEL,CFS,CY ,03/05/2014,70.47,VN,CN
Customer1   ,HIGH,IEL,CFS,CY ,03/05/2014,70.61,VN,CN
Customer1   ,HIGH,IEL,CFS,CY ,03/05/2014,71.61,VN,CN
Customer1   ,HIGH,IEL,CFS,CY ,03/05/2014,69.64,VN,CN
Customer1   ,HIGH,IEL,CFS,CY ,03/05/2014,69.89,VN,CN
Customer1   ,HIGH,IEL,CY ,CY ,04/05/2014,68,CN,BE
Customer1   ,DRY ,IEL,CFS,CY ,03/05/2014,24.814,MY,AE
Customer1   ,HIGH,IEL,CFS,CY ,04/05/2014,66.24,CN,BE
Customer1   ,HIGH,IEL,CFS,CFS,17/05/2014,0,TW,MY
Customer1   ,HIGH,IEL,CY ,CY ,03/05/2014,69.65,CN,NL
Customer1   ,DRY ,IEL,CFS,CY ,03/05/2014,52.765,MY,GB
Customer1   ,HIGH,IEL,CFS,CY ,03/05/2014,80.47,VN,BE
Customer1   ,DRY ,IEL,CFS,CY ,04/05/2014,22.73,ID,GB
Customer1   ,DRY ,IEL,CFS,CY ,04/05/2014,26.36,ID,GB
Customer1   ,HIGH,IEL,CFS,CY ,03/05/2014,79.36,VN,BE
Customer1   ,HIGH,IEL,CFS,CY ,03/05/2014,78.63,VN,BE
Customer1   ,DRY ,IEL,CFS,CY ,04/05/2014,27.95,ID,GB
Customer1   ,HIGH,IEL,CY ,CY ,04/05/2014,68,CN,BE
Customer1   ,HIGH,IEL,CY ,CY ,17/04/2014,68.28,IN,BE
Customer1   ,HIGH,IEL,CY ,CY ,17/04/2014,68.17,IN,BE
Customer1   ,HIGH,OCE,CFS,CFS,15/04/2014,1,TR,IN
Customer1   ,HIGH,IEL,CY ,CY ,17/04/2014,68,IN,BE
Customer1   ,HIGH,IEL,CY ,CY ,17/04/2014,68.05,IN,BE
Customer1   ,HIGH,IEL,CFS,CY ,18/05/2014,76.9,CN,BE
Customer1   ,AIR ,AIR,CFS,CFS,17/04/2014,0,CN,MY
Customer1   ,HIGH,IEL,CY ,CY ,17/04/2014,69.01,IN,BE
Customer1   ,DRY ,OCE,CFS,CY ,15/04/2014,8.4,TR,AU
Customer1   ,HIGH,IEL,CFS,CY ,18/05/2014,77.61,CN,BE
Customer1   ,AIR ,AIR,CFS,CY ,17/04/2014,24.746,ID,BE
Customer1   ,AIR ,AIR,CFS,CY ,17/04/2014,19.958,ID,BE
Customer1   ,DRY ,IEL,CFS,CFS,16/04/2014,3.19,TW,PH
Customer1   ,AIR ,AIR,CFS,CY ,17/04/2014,29.95,VN,BE
Customer1   ,AIR ,AIR,CFS,CY ,17/04/2014,3.81,HK,BE
Customer1   ,HIGH,IEL,CFS,CY ,17/04/2014,67.71,IN,BE
Customer1   ,AIR ,AIR,CFS,CY ,17/04/2014,0.899,LK,BE
Customer1   ,TRAI,IEL,CY ,CY ,16/04/2014,0.21,IT,BE
Customer1   ,HIGH,IEL,CFS,CY ,04/05/2014,67.88,VN,BE
Customer1   ,HIGH,IEL,CY ,CY ,17/04/2014,68.35,IN,BE
